geneId,diseaseId,score,ei,el,yearInitial,yearFinal,g_source
3586,C0009319,0.60,0.99,NULL,1995,2020,ALL
3586,C0010346,0.70,0.96,strong,1996,2020,ALL
3586,C0014175,0.60,0.96,NULL,1997,2019,ALL
3586,C0021390,0.70,0.99,NULL,1995,2020,ALL
3586,C0024141,0.70,0.95,NULL,1994,2019,ALL
3586,C0243026,0.60,0.98,NULL,2000,2019,ALL
3593,C0010346,0.60,1.00,NULL,2004,2018,ALL
3593,C4013948,0.70,1.00,strong,2014,2014,ALL
3596,C0004096,0.70,0.98,NULL,1995,2020,ALL
3596,C0011615,0.70,0.99,NULL,1996,2020,ALL
3605,C0009319,0.60,0.98,NULL,2007,2020,ALL
3606,C0524620,0.60,1.00,NULL,2006,2018,ALL
3630,C0011849,0.70,0.96,NULL,1981,2020,ALL
3630,C0011854,0.70,0.97,NULL,1982,2020,ALL
3630,C0011860,0.70,0.98,NULL,1983,2020,ALL
3630,C0020456,0.70,1.00,NULL,1994,2019,ALL
3630,C0342276,0.90,0.95,strong,1997,2018,ALL
3630,C0342283,0.70,0.93,NULL,1979,2019,ALL
3630,C1833104,1.00,0.96,strong,1998,2019,ALL
3630,C1852092,0.70,1.00,strong,2007,2008,ALL
3630,C3150617,0.70,1.00,strong,2007,2015,ALL
3643,C0002395,0.60,1.00,NULL,2002,2020,ALL
3643,C0011860,0.70,0.96,NULL,1985,2020,ALL
3643,C0021655,0.60,1.00,NULL,2000,2015,ALL
3643,C0265344,0.80,0.97,NULL,1985,2018,ALL
3643,C0271695,0.80,1.00,strong,1990,2018,ALL
3643,C0342278,0.70,1.00,strong,1988,2017,ALL
3643,C1864952,0.70,1.00,strong,1994,2004,ALL
3651,C0011860,0.70,0.96,NULL,1998,2019,ALL
3651,C0342276,0.90,0.97,strong,1998,2019,ALL
3651,C1833104,0.61,1.00,NULL,2003,2017,ALL
3651,C1833382,0.83,1.00,NULL,1998,2018,ALL
3655,C1856934,0.68,1.00,NULL,1997,2017,ALL
3659,C0024623,0.66,1.00,NULL,1998,2019,ALL
3659,C0699791,0.65,1.00,limited,1998,2019,ALL
3661,C4225294,0.60,1.00,moderate,2015,2015,ALL
3663,C0024141,0.70,0.95,NULL,2005,2020,ALL
3664,C0008924,0.90,0.92,NULL,2003,2019,ALL
3664,C0008925,0.70,0.95,strong,1999,2019,ALL
3664,C0175697,0.90,0.97,strong,1999,2019,ALL
3664,C0265259,1.00,0.97,NULL,2002,2018,ALL
3664,C1837213,0.70,1.00,NULL,2002,2017,ALL
3664,C4551864,0.61,1.00,NULL,2002,2017,ALL
3665,C4225358,0.70,1.00,moderate,1997,2015,ALL
3667,C0011860,0.90,0.94,NULL,1993,2019,ALL
3667,C0028754,0.60,0.97,NULL,1995,2019,ALL
3674,C0040015,0.80,0.98,definitive,1982,2020,ALL
3674,C1861195,0.90,1.00,strong,1998,2013,ALL
3684,C0024141,0.70,1.00,NULL,2008,2019,ALL
3689,C0398738,1.00,1.00,strong,1990,2019,ALL
3690,C0040015,1.00,1.00,definitive,1982,2020,ALL
3690,C1861195,0.90,1.00,strong,1999,2018,ALL
3690,C3853779,0.77,1.00,NULL,1990,2019,ALL
3691,C0268374,0.90,1.00,NULL,1996,2002,ALL
3691,C0282160,0.61,1.00,NULL,2008,2019,ALL
3691,C1856934,1.00,1.00,NULL,1995,2017,ALL
3702,C3552634,0.70,1.00,definitive,1997,2015,ALL
3704,C0342800,0.70,1.00,strong,2002,2016,ALL
3704,C4225256,0.71,1.00,strong,2009,2019,ALL
3708,C0431401,0.78,1.00,NULL,2012,2020,ALL
3708,C1847725,0.74,1.00,NULL,2007,2017,ALL
3708,C1861732,0.76,1.00,NULL,2005,2018,ALL
3717,C0001815,1.00,0.97,NULL,2005,2020,ALL
3717,C0019154,0.60,0.94,NULL,2006,2017,ALL
3717,C0023467,0.80,0.95,NULL,2005,2019,ALL
3717,C0026987,0.60,0.96,NULL,2005,2020,ALL
3717,C0032463,1.00,0.98,NULL,2005,2020,ALL
3717,C0040028,0.80,0.98,NULL,2005,2020,ALL
3717,C0856761,0.70,0.94,NULL,2006,2017,ALL
3718,C0085110,0.70,1.00,strong,1995,2019,ALL
3718,C1833275,0.60,1.00,NULL,1995,2004,ALL
3730,C0162809,0.70,1.00,strong,1987,2020,ALL
3730,C1563719,0.72,1.00,NULL,1993,2019,ALL
3732,C0027627,0.60,0.97,NULL,1995,2019,ALL
3753,C0022387,0.70,1.00,NULL,1996,2019,ALL
3753,C0023976,0.70,0.98,NULL,1997,2018,ALL
3753,C1867904,0.71,1.00,NULL,1997,2015,ALL
3753,C2676723,0.70,1.00,moderate,1996,2015,ALL
3757,C0004238,0.70,1.00,strong,2005,2019,ALL
3757,C1865020,0.92,1.00,NULL,1995,2018,ALL
3757,C3150943,0.80,0.99,NULL,1995,2019,ALL
3759,C1563715,0.80,0.99,NULL,2001,2019,ALL
3759,C1865018,0.74,1.00,strong,2001,2017,ALL
3759,C3151431,0.70,1.00,strong,2002,2016,ALL
3762,C3150733,0.70,1.00,limited,2005,2010,ALL
3762,C3150933,0.70,1.00,NULL,2005,2016,ALL
3767,C0011860,0.90,0.94,strong,1996,2019,ALL
3767,C0342276,0.66,1.00,strong,2009,2019,ALL
3767,C1833104,1.00,0.98,strong,2001,2018,ALL
3767,C1864623,0.70,1.00,strong,2001,2016,ALL
3767,C2931833,0.70,1.00,strong,1995,2016,ALL
3767,C3888018,0.70,1.00,NULL,2001,2019,ALL
3767,C4225365,0.61,1.00,NULL,2011,2017,ALL
3777,C0340543,0.64,1.00,strong,2013,2019,ALL
3777,C3203102,0.70,0.95,strong,2012,2020,ALL
3777,C3809198,0.60,1.00,NULL,2013,2017,ALL
3778,C1836173,0.73,1.00,NULL,2005,2019,ALL
3784,C0022387,1.00,1.00,definitive,1997,2019,ALL
3784,C0023976,0.70,0.98,NULL,1993,2020,ALL
3784,C1837014,0.70,1.00,NULL,1996,2018,ALL
3784,C1865019,0.72,1.00,NULL,1996,2018,ALL
3784,C4551509,0.70,1.00,NULL,1996,2018,ALL
3784,C4551647,1.00,0.99,NULL,1996,2019,ALL
3785,C0220669,0.60,0.95,NULL,1994,2020,ALL
3785,C3149074,0.70,1.00,NULL,1998,2016,ALL
3785,C3150986,0.70,1.00,NULL,1998,2018,ALL
3791,C0009402,0.60,0.96,NULL,2002,2019,ALL
3791,C1865871,0.70,1.00,limited,2002,2008,ALL
3814,C3541462,0.90,1.00,limited,2007,2012,ALL
3815,C0023461,0.60,1.00,NULL,1993,2019,ALL
3815,C0023467,0.80,0.96,moderate,1989,2019,ALL
3815,C0024899,1.00,0.99,strong,1992,2020,ALL
3815,C0080024,1.00,1.00,NULL,1991,2018,ALL
3815,C0221013,0.70,0.98,NULL,1998,2020,ALL
3815,C0238198,1.00,0.95,definitive,1995,2020,ALL
3815,C1136033,0.68,1.00,NULL,1992,2019,ALL
3815,C1336708,0.63,1.00,moderate,2008,2016,ALL
3815,C3179349,0.67,1.00,definitive,1998,2016,ALL
3816,C0020538,0.60,1.00,NULL,1995,2018,ALL
3845,C0005684,0.70,1.00,NULL,2000,2019,ALL
3845,C0006142,0.70,0.95,NULL,2005,2020,ALL
3845,C0006826,0.60,0.97,NULL,1987,2020,ALL
3845,C0007131,0.70,0.98,NULL,1989,2020,ALL
3845,C0009402,0.60,0.96,NULL,1990,2020,ALL
3845,C0014175,0.60,0.92,NULL,2005,2019,ALL
3845,C0018923,0.64,1.00,NULL,1997,2016,ALL
3845,C0023467,0.70,0.94,NULL,1987,2020,ALL
3845,C0023903,0.66,1.00,NULL,1993,2017,ALL
3845,C0024121,0.60,0.97,NULL,1991,2019,ALL
3845,C0028326,1.00,0.99,definitive,1993,2019,ALL
3845,C0030297,0.70,0.97,NULL,1997,2019,ALL
3845,C0040136,0.68,1.00,NULL,1988,2016,ALL
3845,C0152013,0.70,0.97,NULL,1990,2020,ALL
3845,C0235974,0.70,0.98,NULL,1985,2020,ALL
3845,C0242379,0.70,0.97,NULL,1990,2020,ALL
3845,C0265329,0.75,1.00,strong,2012,2019,ALL
3845,C0334583,0.62,1.00,NULL,2007,2013,ALL
3845,C0345905,0.60,0.96,NULL,1994,2019,ALL
3845,C0346647,0.60,0.99,NULL,1985,2020,ALL
3845,C0349639,1.00,1.00,NULL,1994,2019,ALL
3845,C0376358,0.60,1.00,NULL,2005,2018,ALL
3845,C0587248,0.60,1.00,disputed,2006,2018,ALL
3845,C0678222,0.70,0.95,NULL,1987,2020,ALL
3845,C0684249,0.70,0.98,NULL,1985,2020,ALL
3845,C0919267,0.70,0.90,NULL,1991,2019,ALL
3845,C1140680,0.70,0.91,NULL,1986,2019,ALL
3845,C1275081,0.80,1.00,strong,1993,2019,ALL
3845,C1860991,0.90,1.00,NULL,2006,2014,ALL
3845,C2239176,0.70,0.92,NULL,1985,2020,ALL
3845,C2674723,0.63,1.00,moderate,2006,2019,ALL
3845,C3809005,0.60,1.00,strong,2006,2014,ALL
3845,C4552097,0.62,1.00,NULL,2012,2017,ALL
3848,C0079153,1.00,0.95,NULL,1992,2019,ALL
3848,C1721006,0.67,1.00,NULL,2001,2018,ALL
3848,C1833030,0.72,1.00,strong,1994,2018,ALL
3848,C1840296,0.61,1.00,strong,1994,2006,ALL
3848,C1843463,0.71,1.00,strong,1994,2018,ALL
3852,C0079295,0.95,1.00,strong,1992,2019,ALL
3852,C0079298,0.90,0.99,strong,1991,2019,ALL
3852,C0079299,0.73,1.00,strong,1993,2019,ALL
3852,C0080333,0.76,1.00,strong,1993,2019,ALL
3852,C0432316,0.78,1.00,strong,1996,2014,ALL
3852,C1836284,0.62,1.00,NULL,2003,2006,ALL
3852,C3714534,0.70,1.00,strong,2006,2019,ALL
3852,C4552092,0.60,1.00,strong,2006,2006,ALL
3858,C0079153,0.80,0.98,NULL,1992,2020,ALL
3858,C1843463,0.73,1.00,strong,1997,1999,ALL
3858,C3665704,0.79,1.00,strong,1994,2019,ALL
3861,C0079295,0.98,1.00,strong,1991,2019,ALL
3861,C0079298,0.70,1.00,NULL,1991,2019,ALL
3861,C0079299,0.75,1.00,strong,1991,2019,ALL
3861,C0080333,0.70,1.00,strong,1993,2006,ALL
3861,C0343111,0.72,1.00,strong,1995,2008,ALL
3861,C0406778,0.62,1.00,strong,1995,2009,ALL
3861,C3715082,0.70,1.00,strong,1993,2005,ALL
3872,C0259771,0.75,1.00,strong,1997,2019,ALL
3872,C0265334,0.70,1.00,NULL,1995,2020,ALL
3872,C1721007,0.78,1.00,NULL,1994,2013,ALL
3897,C0265216,1.00,0.98,NULL,1986,2020,ALL
3897,C0795953,1.00,1.00,definitive,1986,2019,ALL
3897,C1839909,0.70,1.00,strong,1986,2006,ALL
3908,C1263858,1.00,1.00,strong,1955,2018,ALL
3914,C0079301,0.80,1.00,strong,1994,2019,ALL
3914,C0079683,0.92,1.00,NULL,1994,2018,ALL
3914,C0268374,0.90,1.00,NULL,1997,2016,ALL
3918,C0079301,0.80,1.00,strong,1992,2018,ALL
3918,C0079683,0.81,1.00,NULL,1992,2017,ALL
3918,C0268374,0.80,1.00,NULL,1994,2017,ALL
3920,C0878677,1.00,1.00,definitive,1995,2020,ALL
3921,C0685889,0.74,1.00,NULL,2013,2019,ALL
3929,C0028754,0.60,1.00,NULL,2010,2019,ALL
3930,C0030779,1.00,0.94,strong,2002,2019,ALL
3930,C0748397,0.71,1.00,strong,2010,2013,ALL
3930,C2931048,0.80,0.93,strong,1993,2019,ALL
3930,C4747922,0.70,1.00,moderate,2003,2015,ALL
3931,C0023195,1.00,0.97,NULL,1967,2019,ALL
3931,C0342895,0.80,1.00,strong,1987,2019,ALL
3938,C0268179,0.70,1.00,NULL,2006,2016,ALL
3939,C2931743,0.60,1.00,strong,1984,2016,ALL
3949,C0004153,0.70,0.98,NULL,1980,2020,ALL
3949,C0015695,0.64,1.00,NULL,1997,2019,ALL
3949,C0020443,0.90,0.98,strong,1982,2020,ALL
3949,C0020445,0.90,0.98,strong,1964,2020,ALL
3949,C0745103,0.80,0.98,strong,1975,2020,ALL
3952,C0002395,0.60,0.94,NULL,2004,2019,ALL
3952,C0011860,0.60,0.95,NULL,1996,2020,ALL
3952,C0015695,0.60,1.00,NULL,2003,2020,ALL
3952,C0020459,0.70,0.98,NULL,1997,2020,ALL
3952,C0020538,0.60,0.97,NULL,1998,2020,ALL
3952,C0020619,0.65,1.00,NULL,1998,2017,ALL
3952,C0028754,0.70,0.95,NULL,1973,2020,ALL
3952,C0271650,0.60,0.94,NULL,1996,2020,ALL
3952,C0524620,0.60,0.99,NULL,1976,2019,ALL
3952,C3554224,0.80,0.96,strong,1996,2020,ALL
3953,C0011860,0.60,0.98,NULL,1966,2019,ALL
3953,C0028754,0.70,0.93,NULL,1966,2019,ALL
3953,C3554225,0.72,1.00,strong,1998,2019,ALL
3973,C0266432,0.80,1.00,NULL,1995,2018,ALL
3973,C0342549,0.80,1.00,NULL,1993,2017,ALL
3981,C1847827,0.99,1.00,NULL,2001,2016,ALL
3988,C0008384,0.80,1.00,strong,1993,2019,ALL
3988,C0043208,1.00,0.99,strong,1976,2020,ALL
3988,C2936797,0.60,1.00,strong,1993,2020,ALL
3990,C0011860,0.68,1.00,NULL,2001,2018,ALL
3990,C2675071,0.60,1.00,NULL,2013,2013,ALL
3990,C3151466,0.71,1.00,NULL,1991,2013,ALL
4000,C0033300,1.00,0.97,NULL,2003,2020,ALL
4000,C0271694,0.60,0.98,limited,2000,2020,ALL
4000,C0406585,0.70,1.00,NULL,2002,2017,ALL
4000,C0410189,0.70,0.96,NULL,2000,2019,ALL
4000,C0410190,0.80,1.00,NULL,1991,2018,ALL
4000,C0432291,0.80,1.00,NULL,2002,2018,ALL
4000,C0686353,0.70,1.00,strong,1997,2019,ALL
4000,C0796031,0.71,1.00,NULL,2003,2017,ALL
4000,C1449563,1.00,0.99,NULL,1999,2020,ALL
4000,C1720860,0.80,1.00,NULL,2000,2020,ALL
4000,C1854154,0.90,1.00,NULL,1999,2017,ALL
4000,C1857829,0.70,1.00,NULL,2008,2017,ALL
4000,C2750035,0.70,1.00,strong,2010,2017,ALL
4000,C2750785,0.92,1.00,NULL,2002,2017,ALL
4015,C4284414,0.70,1.00,strong,2016,2016,ALL
4015,C4707243,0.70,1.00,strong,1990,2019,ALL
4023,C0020443,0.68,1.00,NULL,1993,2019,ALL
4023,C0020473,0.70,0.95,NULL,1989,2019,ALL
4023,C0020474,0.80,1.00,strong,1987,2020,ALL
4023,C0020557,0.60,0.99,NULL,1975,2019,ALL
4023,C0023817,1.00,0.99,strong,1977,2019,ALL
4023,C0028754,0.60,0.95,NULL,1995,2019,ALL
4036,C1857277,0.96,1.00,strong,2003,2018,ALL
4040,C1970440,0.60,1.00,NULL,2007,2013,ALL
4040,C4225231,0.60,1.00,NULL,2015,2015,ALL
4041,C0029456,0.90,0.98,strong,2004,2019,ALL
4041,C0432252,1.00,1.00,NULL,2001,2017,ALL
4041,C0432273,0.70,1.00,strong,2001,2003,ALL
4041,C1843323,0.70,1.00,strong,2003,2017,ALL
4041,C1843330,0.70,1.00,strong,2001,2017,ALL
4041,C1866079,0.60,1.00,strong,2001,2007,ALL
4041,C1866176,0.70,1.00,NULL,2001,2017,ALL
4041,C4693479,0.60,1.00,strong,2014,2017,ALL
4054,C0002452,0.62,1.00,strong,2015,2017,ALL
4054,C1832594,0.81,1.00,strong,2002,2019,ALL
4054,C4540511,0.60,1.00,strong,2016,2016,ALL
4068,C0549463,1.00,0.97,strong,1998,2020,ALL
4069,C0268389,0.70,1.00,NULL,1991,2012,ALL
4070,C0339273,0.80,1.00,strong,1999,2016,ALL
4072,C1333990,0.70,1.00,NULL,2009,2019,ALL
4072,C2750471,0.70,1.00,definitive,2006,2014,ALL
4072,C2750737,0.99,1.00,NULL,2008,2019,ALL
4072,C4552100,0.60,1.00,strong,2009,2019,ALL
4088,C0009402,0.70,0.94,NULL,1998,2019,ALL
4088,C2697932,0.68,1.00,moderate,2012,2019,ALL
4088,C3151087,0.76,1.00,definitive,2001,2018,ALL
4088,C4707243,0.60,1.00,definitive,1999,2019,ALL
4089,C0009402,0.70,0.98,strong,1996,2020,ALL
4089,C0030297,0.70,1.00,NULL,1999,2016,ALL
4089,C0235974,0.70,1.00,NULL,1996,2020,ALL
4089,C0345893,1.00,0.98,definitive,1997,2020,ALL
4089,C0346647,0.60,1.00,NULL,1996,2020,ALL
4089,C0796081,0.80,1.00,NULL,2010,2020,ALL
4089,C1832940,0.80,1.00,definitive,1998,2015,ALL
4089,C1832942,0.76,0.91,strong,2004,2019,ALL
4089,C1868081,0.80,1.00,definitive,1998,2015,ALL
4128,C0796275,0.91,1.00,NULL,1993,2016,ALL
4129,C0030567,0.60,0.99,NULL,1993,2020,ALL
4137,C0002395,0.70,0.99,NULL,1988,2020,ALL
4137,C0038868,0.70,0.95,NULL,1995,2019,ALL
4137,C0236642,0.80,0.98,NULL,1998,2020,ALL
4137,C0242422,0.70,1.00,NULL,1998,2019,ALL
4137,C0338451,0.80,0.98,NULL,1997,2020,ALL
4137,C0949664,0.60,0.99,NULL,1999,2020,ALL
4137,C1850077,0.71,1.00,NULL,2007,2007,ALL
4137,C3160718,0.66,1.00,NULL,2001,2018,ALL
4137,C4551863,0.70,1.00,NULL,1999,2014,ALL
4143,C0268621,0.78,1.00,definitive,1951,2019,ALL
4149,C0031511,0.80,1.00,strong,2011,2019,ALL
4149,C1708353,0.60,1.00,definitive,1992,2017,ALL
4153,C3280586,0.70,0.94,moderate,1994,2019,ALL
4157,C0268495,0.63,1.00,NULL,2003,2015,ALL
4157,C2751295,0.60,1.00,NULL,2007,2009,ALL
4158,C4049650,0.70,0.94,NULL,1993,2019,ALL
4160,C0028754,1.00,0.96,NULL,1997,2020,ALL
4179,C2752040,0.60,1.00,NULL,2003,2011,ALL
4179,C2931788,0.70,1.00,limited,2003,2019,ALL
4192,C0036341,0.62,1.00,NULL,2004,2019,ALL
4193,C0006142,0.60,0.90,NULL,1994,2019,ALL
4194,C1621958,0.60,1.00,NULL,2002,2018,ALL
4204,C0035372,1.00,0.98,definitive,1975,2020,ALL
4204,C1846058,0.80,1.00,strong,1999,2019,ALL
4204,C1968550,0.70,1.00,strong,1999,2018,ALL
4204,C1968556,0.72,1.00,strong,1975,2018,ALL
4208,C3150700,0.60,1.00,NULL,2009,2016,ALL
4210,C0031069,1.00,0.99,NULL,1993,2020,ALL
4210,C1851347,0.70,1.00,NULL,1997,2017,ALL
4214,C3151064,0.70,1.00,NULL,2003,2010,ALL
4221,C0021670,0.70,0.92,NULL,1990,2018,ALL
4221,C0025267,0.90,0.96,strong,1989,2020,ALL
4221,C0033375,0.70,0.93,NULL,1996,2017,ALL
4221,C4551961,0.60,0.96,strong,1993,2019,ALL
4233,C0007131,0.60,0.99,NULL,2002,2020,ALL
4233,C0024623,0.70,0.98,NULL,1992,2019,ALL
4233,C0279702,0.60,0.97,NULL,1999,2020,ALL
4233,C1306837,0.80,1.00,definitive,1991,2019,ALL
4233,C2239176,1.00,0.97,NULL,1994,2020,ALL
4254,C1840392,0.73,1.00,strong,2009,2018,ALL
4254,C4225241,0.60,1.00,moderate,2017,2017,ALL
4256,C1855607,0.73,1.00,strong,1999,2014,ALL
4261,C2931418,0.72,1.00,NULL,1993,2005,ALL
4284,C0086543,0.70,1.00,strong,2000,2019,ALL
4284,C3809001,0.90,1.00,strong,1968,2015,ALL
4286,C0025202,0.70,0.97,NULL,2002,2020,ALL
4286,C0151779,0.63,1.00,NULL,2011,2017,ALL
4286,C0391816,0.94,1.00,NULL,1967,2016,ALL
4286,C1860339,1.00,1.00,NULL,1967,2019,ALL
4286,C1863198,0.70,1.00,NULL,1967,2016,ALL
4286,C2700265,0.80,1.00,definitive,1994,2019,ALL
4286,C3152204,0.70,1.00,NULL,2011,2019,ALL
4286,C3266898,0.70,0.97,strong,1994,2020,ALL
4286,C4310625,0.71,1.00,NULL,1994,2016,ALL
4287,C0024408,0.70,0.98,NULL,1994,2020,ALL
4292,C0009402,0.80,0.97,strong,1993,2020,ALL
4292,C0009405,0.70,1.00,NULL,1976,2018,ALL
4292,C0265325,0.80,0.97,definitive,1994,2020,ALL
4292,C0476089,0.70,0.96,strong,1993,2019,ALL
4292,C0919267,0.70,0.95,NULL,1994,2019,ALL
4292,C1140680,0.70,0.90,strong,1994,2019,ALL
4292,C1321489,0.80,0.96,strong,1995,2016,ALL
4292,C1333990,0.90,0.98,NULL,1975,2020,ALL
4292,C1333991,0.71,1.00,definitive,1994,2017,ALL
4292,C4552100,0.60,0.97,strong,1993,2020,ALL
4297,C0023467,0.60,0.99,NULL,1993,2020,ALL
4297,C1854630,0.80,1.00,strong,2012,2019,ALL
4306,C1449842,0.67,1.00,strong,2000,2010,ALL
4306,C1854631,0.60,1.00,strong,2000,2009,ALL
4311,C4015635,0.70,1.00,strong,2016,2016,ALL
4312,C0006142,0.60,0.96,NULL,2003,2019,ALL
4312,C0079474,0.63,1.00,limited,1992,2014,ALL
4312,C0678222,0.60,0.96,NULL,2000,2019,ALL
4312,C1458155,0.60,1.00,NULL,1996,2014,ALL
4313,C0009402,0.70,1.00,NULL,1992,2019,ALL
4313,C0009404,0.70,1.00,NULL,1996,2016,ALL
4313,C0020538,0.70,1.00,NULL,1998,2019,ALL
4313,C0027051,0.60,1.00,NULL,2000,2020,ALL
4313,C0027627,0.60,0.98,NULL,1993,2020,ALL
4313,C1850155,0.79,1.00,strong,2001,2019,ALL
4318,C0020538,0.60,1.00,NULL,2004,2019,ALL
4318,C0024117,0.60,0.98,NULL,2002,2019,ALL
4318,C0027051,0.60,0.98,NULL,1995,2019,ALL
4318,C0027627,0.60,0.99,NULL,1996,2020,ALL
4318,C0034069,0.60,0.92,NULL,2006,2019,ALL
4318,C0162871,0.60,0.94,NULL,1995,2020,ALL
4322,C0432225,0.71,1.00,strong,2014,2015,ALL
4322,C1865832,0.71,1.00,NULL,2005,2014,ALL
4323,C0432289,0.71,1.00,limited,2012,2018,ALL
4340,C0027404,0.63,1.00,NULL,2007,2014,ALL
4340,C3280266,0.60,1.00,moderate,2011,2011,ALL
4352,C0001815,1.00,0.98,NULL,1995,2020,ALL
4352,C0026987,0.90,0.97,NULL,2006,2020,ALL
4352,C1327915,1.00,1.00,strong,1994,2018,ALL
4352,C3275998,0.60,1.00,strong,2004,2015,ALL
4359,C0007959,0.70,1.00,NULL,1988,2020,ALL
4359,C0011195,1.00,1.00,NULL,1992,2019,ALL
4359,C0027888,0.60,0.91,NULL,1992,2019,ALL
4359,C0205713,0.90,1.00,NULL,1992,2019,ALL
4359,C0270912,1.00,1.00,NULL,1992,2019,ALL
4359,C0751036,0.70,1.00,NULL,1991,2019,ALL
4359,C1843075,0.70,1.00,NULL,1999,1999,ALL
4359,C1843153,0.71,1.00,NULL,1999,2009,ALL
4359,C3888087,0.70,1.00,NULL,1998,2004,ALL
4361,C1858391,0.80,0.96,NULL,1999,2019,ALL
4361,C4012790,0.70,0.97,NULL,1990,2019,ALL
4436,C0009402,0.80,0.97,strong,1993,2020,ALL
4436,C0009405,0.90,1.00,definitive,1991,2018,ALL
4436,C0265325,0.80,1.00,definitive,1994,2020,ALL
4436,C0476089,0.70,0.93,strong,1993,2020,ALL
4436,C0919267,0.70,1.00,NULL,1994,2019,ALL
4436,C1140680,0.70,1.00,strong,1994,2019,ALL
4436,C1321489,0.80,0.97,strong,1994,2019,ALL
4436,C1333990,1.00,0.98,definitive,1993,2020,ALL
4436,C2936783,0.60,1.00,strong,1993,2017,ALL
4436,C4552100,0.70,0.98,definitive,1993,2020,ALL
4437,C4310719,0.60,1.00,moderate,2000,2016,ALL
4477,C0376358,0.70,0.98,NULL,1993,2020,ALL
4478,C4310812,0.70,1.00,NULL,2016,2018,ALL
4485,C0566602,0.63,1.00,NULL,2011,2013,ALL
4487,C0008924,0.70,1.00,strong,2003,2019,ALL
4487,C0020608,0.70,0.93,NULL,1994,2020,ALL
4487,C0406735,0.71,1.00,NULL,2001,2001,ALL
4487,C1837210,0.70,1.00,NULL,2003,2014,ALL
4487,C3489529,0.72,1.00,NULL,1996,2017,ALL
4488,C0010278,0.60,0.95,strong,1993,2017,ALL
4488,C1858160,0.80,1.00,NULL,1993,2013,ALL
4488,C1868597,0.71,1.00,NULL,2003,2013,ALL
4488,C1868598,0.85,1.00,NULL,2000,2006,ALL
4488,C1868599,0.60,1.00,NULL,2000,2013,ALL
4507,C1862177,0.60,1.00,NULL,2012,2012,ALL
4508,C0917796,0.65,1.00,NULL,1995,2019,ALL
4508,C1328349,0.70,0.95,NULL,1990,2019,ALL
4512,C0162671,0.60,1.00,NULL,1994,2012,ALL
4512,C0268237,0.62,1.00,NULL,1999,2011,ALL
4513,C0268237,0.64,1.00,NULL,1999,2015,ALL
4519,C0917796,0.64,1.00,NULL,1991,2007,ALL
4524,C0005586,0.60,1.00,NULL,2006,2015,ALL
4524,C0011581,0.60,1.00,NULL,1997,2019,ALL
4524,C0041696,0.60,1.00,NULL,1997,2020,ALL
4524,C1856058,0.80,1.00,definitive,1991,2019,ALL
4524,C1856061,0.70,1.00,definitive,1991,2019,ALL
4534,C0175709,0.70,0.96,NULL,1991,2019,ALL
4534,C0410203,0.80,1.00,definitive,1995,2019,ALL
4547,C0000744,0.80,0.98,NULL,1985,2019,ALL
4548,C1855128,0.70,1.00,NULL,1996,2017,ALL
4552,C1856057,0.70,1.00,NULL,1998,2016,ALL
4582,C1868139,0.64,1.00,NULL,2000,2017,ALL
4594,C1855114,0.90,1.00,definitive,1972,2017,ALL
4594,C1855115,0.80,1.00,limited,2003,2016,ALL
4594,C1855116,0.60,1.00,NULL,2003,2016,ALL
4594,C1855119,0.70,0.96,strong,1991,2020,ALL
4595,C0024623,0.64,1.00,NULL,2004,2011,ALL
4595,C0032580,0.60,0.93,strong,2003,2020,ALL
4595,C0038356,0.61,1.00,NULL,2002,2014,ALL
4595,C1837991,0.71,1.00,definitive,1987,2018,ALL
4598,C0342731,0.70,0.98,strong,1992,2019,ALL
4598,C0398691,0.80,1.00,NULL,1997,2019,ALL
4598,C1867981,0.70,1.00,strong,1997,2017,ALL
4598,C1959626,0.80,1.00,NULL,1992,2019,ALL
4601,C0376358,0.66,1.00,NULL,1995,2001,ALL
4607,C0007194,0.70,0.99,strong,1986,2020,ALL
4607,C0878544,0.70,1.00,NULL,2007,2020,ALL
4607,C1861862,0.90,1.00,definitive,1990,2019,ALL
4607,C3715165,0.70,1.00,strong,1997,2019,ALL
4609,C0006413,1.00,0.98,NULL,1982,2020,ALL
4609,C0006826,0.60,0.98,NULL,1984,2020,ALL
4609,C0023903,0.60,1.00,NULL,1985,2019,ALL
4609,C0027819,0.60,0.98,NULL,1985,2019,ALL
4609,C2239176,0.60,1.00,NULL,1985,2020,ALL
4613,C0027819,0.70,0.97,NULL,1984,2020,ALL
4613,C0796068,0.65,1.00,NULL,1997,2012,ALL
4615,C0024419,0.70,0.97,NULL,2012,2019,ALL
4615,C0079744,0.60,0.95,NULL,2012,2020,ALL
4615,C2677092,0.76,0.91,NULL,2008,2019,ALL
4624,C0007193,0.62,1.00,NULL,2005,2015,ALL
4624,C0007194,0.66,1.00,limited,1984,2019,ALL
4624,C0037052,0.63,1.00,NULL,2011,2015,ALL
4624,C0344724,0.60,1.00,NULL,2005,2005,ALL
4624,C2750466,0.90,1.00,NULL,2005,2017,ALL
4624,C2750467,0.90,1.00,NULL,1996,2017,ALL
4624,C3279790,0.70,1.00,NULL,2005,2017,ALL
4624,C3279791,0.60,1.00,NULL,2011,2017,ALL
4625,C0007194,0.80,0.99,definitive,1990,2019,ALL
4625,C0751337,0.70,1.00,strong,1999,2017,ALL
4625,C1834481,0.70,1.00,strong,1999,2017,ALL
